objectid,cl,nome_completo,area_plane,cod_rp,rp,codra,regiao_adm,cb_imovel,nome,tributacao,tipologia,tot_imoveis,areaconst_res,exercicio
55878,122945,Rua das Flores - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,5,254,2025
55879,156521,Beco São Jose - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,3,164,2025
55880,194803,Rua Nova - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,13,613,2025
55881,195149,Travessa Pereira - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,8,333,2025
55882,010264,Rua Mogiqui,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,1,73,2025
55883,052589,Rua Meruoca,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,11,644,2025
55884,054643,Rua Silvio Terra,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,27,1779,2025
55885,127365,Beco dos Guararapes - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,37,1424,2025
55886,195362,Travessa Sapucaia - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,2,68,2025
55887,195453,Rua Pedro Porto - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,1,27,2025
55888,474502,Rua Projetada B - PAA 12203/PAL 47397,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,APARTAMENTO                             ,700,30680,2025
55889,034322,Beco Peixoto,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,9,532,2025
55890,117937,Caminho do Campo,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,10,683,2025
55891,118075,Avenida Prefeito Sá Lessa,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,1,39,2025
55892,122929,Rua Joana D´Arc - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,91,3934,2025
55893,122945,Rua das Flores - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,29,1458,2025
55894,127340,Beco União - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,24,1051,2025
55895,127381,Beco do Sossego - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,14,613,2025
55896,127399,Beco São Sebastião - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,32,1104,2025
55897,015727,Estrada da Capineira - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,55,2711,2025
55898,027219,Estrada João Paulo,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,266,12305,2025
55899,053033,Rua Serinhaem,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,53,2439,2025
55900,117580,Rua Proença Rosa - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,74,3231,2025
55901,122309,Rua Luiz Mário - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,102,4145,2025
55902,122937,Rua do Sossego - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,29,1135,2025
55903,127357,Beco Dois Irmãos - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,37,1681,2025
55904,156539,Avenida São João - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,58,2926,2025
55905,156562,Beco Três Irmãos - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,8,269,2025
55906,156570,Travessa Três Irmãos - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,62,2898,2025
55907,156588,Rua da Liberdade - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,18,716,2025
55908,052571,Rua Abiurana,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,14,882,2025
55909,156521,Beco São Jose - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,22,835,2025
55910,156554,Praça Cinco de Julho - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,4,229,2025
55911,194878,Beco Joaquim Rangel - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,3,123,2025
55912,194886,Travessa São Jose - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,7,331,2025
55913,194910,Travessa Santa Cecília - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,1,21,2025
55914,194936,Beco Jackson do Pandeiro - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,8,326,2025
55915,195198,Beco Um - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,5,237,2025
55916,195206,Beco Dois - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,3,90,2025
55917,195248,Beco Seis - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,7,255,2025
55918,195438,Beco Luiz Simôes - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,1,34,2025
55919,127373,Beco Boa Esperança - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,41,1494,2025
55920,194845,Beco das Flores - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,2,70,2025
55921,194894,Beco dos Carvalhos - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,2,136,2025
55922,194902,Beco Santa Cecilia - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,33,1023,2025
55923,195115,Beco Nunes - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,13,434,2025
55924,195222,Beco Quatro  - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,8,297,2025
55925,195263,Beco Oito - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,1,62,2025
55926,195362,Travessa Sapucaia - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,1,28,2025
55927,195446,Beco Dois Irmãos - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,7,198,2025
55928,195461,Rua Deputado Menezes Cortes - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,29,1065,2025
55929,195487,Travessa Cinco - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,1,32,2025
55930,156547,Travessa Juparana - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,32,1297,2025
55931,156596,Rua João Pessoa - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,88,3324,2025
55932,194837,Travessa Nossa Senhora de Fátima - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,31,1500,2025
55933,194852,Beco São Pedro,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,5,182,2025
55934,194860,Beco São Jose - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,1,30,2025
55935,195107,Travessa Marcos Nunes - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,19,796,2025
55936,195149,Travessa Pereira - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,53,2069,2025
55937,195164,Servidão Quinze - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,12,426,2025
55938,195180,Rua Dona Cecilia - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,49,2152,2025
55939,195214,Beco Três  - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,4,142,2025
55940,195230,Beco Cinco - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,3,123,2025
55941,194803,Rua Nova - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,79,3636,2025
55942,194811,Beco Noel Rosa - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,10,358,2025
55943,194829,Avenida Almirante Tamandaré - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,50,1917,2025
55944,194928,Beco da Paz - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,25,889,2025
55945,195099,Travessa Serrinha - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,44,2004,2025
55946,195123,Beco São Luiz - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,15,627,2025
55947,195131,Beco Santa Luzia - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,9,356,2025
55948,195156,Beco do Braguinha - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,25,882,2025
55949,195172,Beco São João - PAL 40054,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,7,274,2025
55950,195255,Beco Sete - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,2,68,2025
55951,195289,Beco Dez - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,12,391,2025
55952,195271,Beco Nove - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,11,409,2025
55953,195297,Beco Onze - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,2,45,2025
55954,195321,Beco Quatorze - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,5,246,2025
55955,195354,Beco Dezessete - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,8,257,2025
55956,195370,Beco da Passagem - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,30,1183,2025
55957,195396,Travessa Juary - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,10,286,2025
55958,195404,Travessa São Benedito - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,22,1042,2025
55959,195412,Beco Boa Vista - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,53,2083,2025
55960,195420,Travessa Bom Pastor - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,15,548,2025
55961,195495,Travessa Sete  - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,8,257,2025
55962,140376,Rua Jupi,3,3.6,Pavuna,25,PAVUNA                  ,113,Costa Barros              ,R,APARTAMENTO                             ,4,266,2025
55963,195313,Beco Treze - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,3,139,2025
55964,195388,Travessa Luiz Simões - PAL 39463,3,3.6,Pavuna,25,PAVUNA                  ,112,Barros Filho              ,R,CASA                                    ,33,1098,2025
55965,021501,Rua Javata,3,3.6,Pavuna,25,PAVUNA                  ,113,Costa Barros              ,R,APARTAMENTO                             ,2,216,2025
55966,022020,Rua Virgílio Filho,3,3.6,Pavuna,25,PAVUNA                  ,113,Costa Barros              ,R,APARTAMENTO                             ,6,305,2025
55967,051318,Rua Mandiore,3,3.6,Pavuna,25,PAVUNA                  ,113,Costa Barros              ,R,APARTAMENTO                             ,2,94,2025
55968,051326,Rua Tapuamas,3,3.6,Pavuna,25,PAVUNA                  ,113,Costa Barros              ,R,APARTAMENTO                             ,4,116,2025
55969,140400,Rua Clarana,3,3.6,Pavuna,25,PAVUNA                  ,113,Costa Barros              ,R,APARTAMENTO                             ,6,380,2025
55970,018325,Rua Muriaca,3,3.6,Pavuna,25,PAVUNA                  ,113,Costa Barros              ,R,CASA                                    ,27,1469,2025
